year,min_renta_hipoteca,interes,alquiler_medio,inflacion,cambio_poblacional,sueldo_medio,pib_per_capita,viviendas_venta,pct_alquiler,viviendas_vacias,nuevas_construcciones,precio_medio_vivienda,indice_catastrofes,ratio_comprador_vivienda
2015-07-31,1001.21,0.0041,797.07,0.0107,0.00077,1822.07,24206.29,626466.0,0.204,3233278.0,5810.0,1467.35,0.0,2.83
2015-08-31,1002.82,0.0094,800.42,0.0297,0.00148,1825.42,24323.27,621045.0,0.205,3234532.0,7062.0,1492.41,0.0,2.85
2015-09-30,1002.77,0.0091,803.76,0.0225,0.00138,1828.76,24440.32,620555.0,0.205,3235786.0,7327.0,1517.49,0.0,2.92
2015-10-31,1000.03,0.0001,807.11,0.0289,0.00067,1832.11,24557.36,618785.0,0.205,3237040.0,7848.0,1542.57,0.0,3.07
2015-11-30,1000.62,0.002,810.45,0.0288,0.00068,1835.45,24674.31,627969.0,0.206,3238294.0,6179.0,1567.61,0.0,3.12
2015-12-31,1001.3,0.0041,813.8,0.0163,0.00114,1838.8,24791.11,622826.0,0.206,3239548.0,7375.0,1592.61,0.0,3.17
2016-01-31,1001.46,0.0045,817.14,0.0142,0.00075,1842.14,24907.67,624258.0,0.206,3240803.0,7255.0,1617.52,0.0,3.23
2016-02-29,1001.96,0.006,820.48,0.0293,0.00087,1845.48,25023.92,634403.0,0.206,3242057.0,5394.0,1642.32,0.0,3.28
2016-03-31,1002.01,0.006,823.83,0.0129,0.00076,1848.83,25139.79,635679.0,0.207,3243311.0,5306.0,1666.99,0.0,3.35
2016-04-30,1002.66,0.0079,827.17,0.0202,0.00092,1852.17,25255.2,633695.0,0.207,3244565.0,5870.0,1691.5,0.0,3.39
2016-05-31,1003.15,0.0092,830.52,0.0262,0.00069,1855.52,25370.09,634598.0,0.207,3245819.0,5856.0,1715.82,0.0,3.45
2016-06-30,1000.61,0.0018,833.86,0.0223,0.00141,1858.86,25484.38,632215.0,0.208,3247074.0,6500.0,1739.93,0.0,3.58
2016-07-31,1002.51,0.0071,837.21,0.0253,0.00144,1862.21,25597.99,627567.0,0.208,3248328.0,7597.0,1763.81,0.0,3.59
2016-08-31,1000.84,0.0024,840.55,0.0268,0.00135,1865.55,25710.86,638188.0,0.208,3249582.0,5640.0,1787.43,0.0,3.7
2016-09-30,1000.61,0.0017,843.9,0.0231,0.00083,1868.9,25822.91,633659.0,0.209,3250836.0,6713.0,1810.76,0.0,3.77
2016-10-31,1000.91,0.0025,847.24,0.0104,0.00125,1872.24,25934.08,641896.0,0.209,3252090.0,5233.0,1833.79,0.0,3.83
2016-11-30,1001.95,0.0053,850.59,0.0159,0.00067,1875.59,26044.31,630931.0,0.209,3253344.0,7593.0,1856.48,0.0,3.86
2016-12-31,1002.71,0.0072,853.93,0.0139,0.0009,1878.93,26153.51,636054.0,0.209,3254599.0,6736.0,1878.81,0.0,3.9
2017-01-31,1000.38,0.001,857.27,0.0152,0.00113,1882.27,26261.63,640474.0,0.21,3255853.0,6019.0,1900.77,0.0,4.02
2017-02-28,1003.07,0.008,860.62,0.0178,0.00137,1885.62,26368.59,638816.0,0.21,3257107.0,6518.0,1922.32,0.0,4.0
2017-03-31,1003.51,0.009,863.96,0.0199,0.00081,1888.96,26474.35,632617.0,0.21,3258361.0,7925.0,1943.45,0.0,4.05
2017-04-30,1002.66,0.0068,867.31,0.0296,0.00128,1892.31,26578.83,639604.0,0.211,3259615.0,6695.0,1964.13,0.0,4.13
2017-05-31,1000.79,0.002,870.65,0.0234,0.00126,1895.65,26681.98,647160.0,0.211,3260870.0,5351.0,1984.34,0.0,4.23
2017-06-30,1002.23,0.0056,874.0,0.0147,0.0011,1899.0,26783.73,638885.0,0.211,3262124.0,7173.0,2004.07,0.0,4.24
2017-07-31,1000.92,0.0023,877.34,0.0122,0.00065,1902.34,26884.03,648528.0,0.211,3263378.0,5411.0,2023.29,0.0,4.33
2017-08-31,1000.56,0.0014,880.69,0.0168,0.00075,1905.69,26982.82,639126.0,0.212,3264632.0,7459.0,2041.98,0.0,4.38
2017-09-30,1003.5,0.0085,884.03,0.0176,0.00121,1909.03,27080.04,645927.0,0.212,3265886.0,6266.0,2060.12,0.0,4.36
2017-10-31,1001.28,0.0031,887.37,0.0139,0.00129,1912.37,27175.65,652598.0,0.212,3267140.0,5099.0,2077.7,0.0,4.46
2017-11-30,1000.24,0.0006,890.72,0.0228,0.00101,1915.72,27269.6,648537.0,0.213,3268395.0,6079.0,2094.69,0.0,4.53
2017-12-31,1004.05,0.0096,894.06,0.0177,0.00142,1919.06,27361.83,647514.0,0.213,3269649.0,6450.0,2111.09,0.0,4.48
2018-01-31,1000.16,0.0004,897.41,0.0258,0.00138,1922.41,27452.29,642607.0,0.213,3270903.0,7599.0,2126.86,0.0,4.61
2018-02-28,1003.4,0.0079,900.75,0.0155,0.00099,1925.75,27540.95,644612.0,0.214,3272157.0,7365.0,2142.01,0.0,4.58
2018-03-31,1001.33,0.0031,904.1,0.0105,0.00118,1929.1,27627.76,654569.0,0.214,3273411.0,5541.0,2156.5,0.0,4.66
2018-04-30,1000.75,0.0017,907.44,0.0182,0.00133,1932.44,27712.67,644095.0,0.214,3274666.0,7803.0,2170.34,0.0,4.71
2018-05-31,1003.3,0.0075,910.79,0.0248,0.00099,1935.79,27795.66,644409.0,0.214,3275920.0,7908.0,2183.5,0.0,4.68
2018-06-30,1000.03,0.0001,914.13,0.0222,0.00051,1939.13,27876.68,646264.0,0.215,3277174.0,7704.0,2195.97,0.0,4.79
2018-07-31,1002.86,0.0065,917.47,0.0123,0.00083,1942.47,27955.69,648901.0,0.215,3278428.0,7344.0,2207.74,0.0,4.75
2018-08-31,1001.01,0.0023,920.82,0.0268,0.00104,1945.82,28032.68,651659.0,0.215,3279682.0,6959.0,2218.79,0.0,4.82
2018-09-30,1002.72,0.0061,924.16,0.0216,0.00078,1949.16,28107.6,647740.0,0.216,3280936.0,7910.0,2229.13,0.0,4.81
2018-10-31,1001.77,0.004,927.51,0.0172,0.00051,1952.51,28180.42,658139.0,0.216,3282191.0,5998.0,2238.73,0.0,4.85
2018-11-30,1004.19,0.0093,930.85,0.023,0.00125,1955.85,28251.13,663200.0,0.216,3283445.0,5153.0,2247.6,0.0,4.82
2018-12-31,1001.34,0.003,934.2,0.0203,0.0014,1959.2,28319.7,658972.0,0.216,3284699.0,6165.0,2255.71,0.0,4.9
2019-01-31,1003.46,0.0077,937.54,0.016,0.00098,1962.54,28386.11,664470.0,0.217,3285953.0,5233.0,2263.07,0.0,4.87
2019-02-28,1000.51,0.0011,940.89,0.0242,0.00124,1965.89,28450.34,659077.0,0.217,3287207.0,6479.0,2269.66,0.0,4.95
2019-03-31,1003.13,0.0069,944.23,0.0186,0.00131,1969.23,28512.38,663572.0,0.217,3288462.0,5747.0,2275.49,0.0,4.91
2019-04-30,1000.91,0.002,947.58,0.0127,0.00092,1972.58,28572.21,662933.0,0.218,3289716.0,6042.0,2280.54,0.0,4.96
2019-05-31,1000.64,0.0014,950.92,0.0248,0.00132,1975.92,28629.82,661185.0,0.218,3290970.0,6559.0,2284.82,0.0,4.98
2019-06-30,1000.66,0.0014,954.26,0.0127,0.00069,1979.26,28685.2,666044.0,0.218,3292224.0,5754.0,2288.32,0.0,4.98
2019-07-31,1003.93,0.0086,957.61,0.0114,0.00075,1982.61,28738.35,668952.0,0.218,3293478.0,5340.0,2291.03,0.0,4.91
2019-08-31,1002.11,0.0046,960.95,0.0177,0.00061,1985.95,28789.27,669714.0,0.219,3294732.0,5355.0,2292.97,0.0,4.95
2019-09-30,1002.77,0.006,964.3,0.0257,0.00086,1989.3,28837.94,664544.0,0.219,3295987.0,6556.0,2294.12,0.0,4.94
2019-10-31,1003.9,0.0085,967.64,0.0148,0.00147,1992.64,28884.39,668701.0,0.219,3297241.0,5892.0,2294.49,0.0,4.91
2019-11-30,1002.23,0.0049,970.99,0.0182,0.00079,1995.99,28928.6,669625.0,0.22,3298495.0,5874.0,2294.07,0.0,4.94
2019-12-31,1002.14,0.0047,974.33,0.0299,0.00101,1999.33,28970.59,674499.0,0.22,3299749.0,5067.0,2292.88,0.0,4.93
2020-01-31,1000.21,0.0004,977.68,0.023,0.00111,2002.68,29010.36,664214.0,0.22,3301003.0,7291.0,2290.92,0.0,4.97
2020-02-29,1001.03,0.0022,981.02,0.0261,0.00101,2006.02,29047.93,665800.0,0.221,3302258.0,7141.0,2288.18,0.0,4.94
2020-03-31,1004.41,0.0097,984.36,0.0273,0.0008,2009.36,29083.3,676241.0,0.221,3303512.0,5220.0,2284.67,0.9,4.85
2020-04-30,1000.28,0.0006,987.71,0.013,0.00109,2012.71,29116.51,665057.0,0.221,3304766.0,7624.0,2280.41,0.9,4.92
2020-05-31,1003.88,0.0085,991.05,0.0291,0.00131,2016.05,29147.56,669394.0,0.221,3306020.0,6924.0,2275.39,0.9,4.82
2020-06-30,1002.96,0.0065,994.4,0.0269,0.00093,2019.4,29176.48,666330.0,0.222,3307274.0,7704.0,2269.63,0.9,4.82
2020-07-31,1000.81,0.0018,997.74,0.01,0.00145,2022.74,29203.29,671800.0,0.222,3308528.0,6777.0,2263.12,0.9,4.84
2020-08-31,1002.94,0.0065,1001.09,0.0228,0.00126,2026.09,29228.02,668378.0,0.222,3309783.0,7629.0,2255.89,0.9,4.77
2020-09-30,1002.85,0.0063,1004.43,0.0252,0.00067,2029.43,29250.69,674048.0,0.223,3311037.0,6662.0,2247.94,0.9,4.75
2020-10-31,1004.07,0.0091,1007.78,0.021,0.0011,2032.78,29271.34,680455.0,0.223,3312291.0,5548.0,2239.28,0.9,4.69
2020-11-30,1004.27,0.0096,1011.12,0.0165,0.00126,2036.12,29290.0,673810.0,0.223,3313545.0,7044.0,2229.93,0.0,4.65
2020-12-31,1002.39,0.0054,1014.46,0.0109,0.00116,2039.46,29306.7,676834.0,0.223,3314799.0,6606.0,2219.89,0.0,4.66
2021-01-31,1003.16,0.0072,1017.81,0.0281,0.00064,2042.81,29321.49,672738.0,0.224,3316054.0,7593.0,2209.18,0.0,4.61
2021-02-28,1004.09,0.0093,1021.15,0.0282,0.00081,2046.15,29334.4,685946.0,0.224,3317308.0,5119.0,2197.81,0.0,4.55
2021-03-31,1002.03,0.0046,1024.5,0.0255,0.00077,2049.5,29345.47,681328.0,0.224,3318562.0,6209.0,2185.8,0.0,4.56
2021-04-30,1003.25,0.0075,1027.84,0.0142,0.00086,2052.84,29354.75,674428.0,0.225,3319816.0,7756.0,2173.16,0.0,4.49
2021-05-31,1002.26,0.0052,1031.19,0.0206,0.00114,2056.19,29362.28,683504.0,0.225,3321070.0,6109.0,2159.91,0.0,4.47
2021-06-30,1002.68,0.0063,1034.53,0.0198,0.00129,2059.53,29368.11,677577.0,0.225,3322324.0,7461.0,2146.06,0.0,4.41
2021-07-31,1003.52,0.0082,1037.88,0.0136,0.00124,2062.88,29372.29,682389.0,0.226,3323579.0,6666.0,2131.64,0.0,4.35
2021-08-31,1000.15,0.0003,1041.22,0.0203,0.00108,2066.22,29374.88,689495.0,0.226,3324833.0,5412.0,2116.66,0.0,4.38
2021-09-30,1024.98,0.0594,1044.57,0.0288,0.00086,2069.57,29375.91,681049.0,0.226,3326087.0,7268.0,2101.14,0.0,3.74
2021-10-31,1024.73,0.0593,1047.91,0.0205,0.00065,2072.91,29375.46,686926.0,0.226,3327341.0,6260.0,2085.09,0.0,3.69
2021-11-30,1024.48,0.0592,1051.25,0.0284,0.00092,2076.25,29373.58,690947.0,0.227,3328595.0,5623.0,2068.54,0.0,3.64
2021-12-31,1024.22,0.059,1054.6,0.02,0.00066,2079.6,29370.32,689730.0,0.227,3329849.0,6034.0,2051.52,0.0,3.59
2022-01-31,1017.99,0.0442,1057.94,0.0837,0.00056,2082.94,29365.74,683805.0,0.227,3331104.0,7386.0,2034.03,0.0,3.68
2022-02-28,1018.11,0.0449,1061.29,0.0967,0.00123,2086.29,29359.91,695135.0,0.228,3332358.0,5287.0,2016.1,0.0,3.62
2022-03-31,1017.36,0.0435,1064.63,0.0863,0.00103,2089.63,29352.88,696840.0,0.228,3333612.0,5114.0,1997.76,0.0,3.57
2022-04-30,1016.38,0.0414,1067.98,0.0929,0.00053,2092.98,29344.73,689382.0,0.228,3334866.0,6772.0,1979.02,0.0,3.54
2022-05-31,1017.37,0.0443,1071.32,0.0954,0.00054,2096.32,29335.52,697578.0,0.228,3336120.0,5300.0,1959.91,0.0,3.45
2022-06-30,1016.59,0.0428,1074.67,0.0834,0.00141,2099.67,29325.31,696856.0,0.229,3337375.0,5612.0,1940.45,0.0,3.4
2022-07-31,1015.97,0.0416,1078.01,0.0845,0.00066,2103.01,29314.17,692909.0,0.229,3338629.0,6569.0,1920.66,0.0,3.35
2022-08-31,1016.8,0.0442,1081.35,0.0836,0.00101,2106.35,29302.17,691419.0,0.229,3339883.0,7034.0,1900.58,0.0,3.26
2022-09-30,1016.73,0.0445,1084.7,0.0861,0.00104,2109.7,29289.38,687617.0,0.23,3341137.0,7962.0,1880.21,0.0,3.2
2022-10-31,1016.19,0.0435,1088.04,0.0959,0.00071,2113.04,29275.87,700940.0,0.23,3342391.0,5464.0,1859.6,0.0,3.14
2022-11-30,1016.0,0.0435,1091.39,0.0924,0.00122,2116.39,29261.72,704011.0,0.23,3343645.0,5017.0,1838.76,0.0,3.08
2022-12-31,1016.23,0.0446,1094.73,0.0929,0.00115,2119.73,29246.98,701870.0,0.23,3344900.0,5613.0,1817.71,0.0,3.0
2023-01-31,1014.87,0.0414,1098.08,0.0978,0.00067,2123.08,29231.74,697329.0,0.231,3346154.0,6688.0,1796.49,0.0,2.97
2023-02-28,1015.9,0.0448,1101.42,0.099,0.00117,2126.42,29216.07,695080.0,0.231,3347408.0,7305.0,1775.12,0.0,2.87
2023-03-31,1015.15,0.0432,1104.77,0.0948,0.00105,2129.77,29200.04,707188.0,0.231,3348662.0,5051.0,1753.63,0.0,2.82
2023-04-30,1015.17,0.0438,1108.11,0.0878,0.00147,2133.11,29183.73,693396.0,0.232,3349916.0,7976.0,1732.03,0.0,2.75
2023-05-31,1013.82,0.0404,1111.45,0.0147,0.00058,2136.45,29167.21,694470.0,0.232,3351171.0,7929.0,1710.36,0.0,2.72
2023-06-30,1013.87,0.0411,1114.8,0.0259,0.00057,2139.8,29150.55,695700.0,0.232,3352425.0,7850.0,1688.65,0.0,2.64
2023-07-31,1013.63,0.0409,1118.14,0.0242,0.00135,2143.14,29133.84,707339.0,0.233,3353679.0,5689.0,1666.91,0.0,2.58
2023-08-31,1013.88,0.0422,1121.49,0.0257,0.0012,2146.49,29117.14,702751.0,0.233,3354933.0,6774.0,1645.18,0.0,2.5
2023-09-30,1014.55,0.0448,1124.83,0.0251,0.00098,2149.83,29100.52,702281.0,0.233,3356187.0,7035.0,1623.48,0.0,2.41
2023-10-31,1013.12,0.0409,1128.18,0.0196,0.00078,2153.18,29084.08,712046.0,0.233,3357441.0,5250.0,1601.84,0.0,2.38
2023-11-30,1014.12,0.0447,1131.52,0.0161,0.00051,2156.52,29067.87,699729.0,0.234,3358696.0,7880.0,1580.28,0.0,2.27
2023-12-31,1013.34,0.0428,1134.87,0.0167,0.00109,2159.87,29051.97,710231.0,0.234,3359950.0,5947.0,1558.83,0.0,2.23
2024-01-31,1012.79,0.0416,1138.21,0.0254,0.00111,2163.21,29036.47,715128.0,0.234,3361204.0,5135.0,1537.51,0.0,2.17
2024-02-29,1012.32,0.0406,1141.56,0.0182,0.0013,2166.56,29021.42,702749.0,0.235,3362458.0,7778.0,1516.36,0.0,2.12
2024-03-31,1012.54,0.0419,1144.9,0.0252,0.00063,2169.9,29006.91,706019.0,0.235,3363712.0,7291.0,1495.39,0.0,2.04
2024-04-30,1011.89,0.0403,1148.24,0.0196,0.0006,2173.24,28993.0,704889.0,0.235,3364967.0,7684.0,1474.64,0.0,1.99
2024-05-31,1011.76,0.0404,1151.59,0.0118,0.00064,2176.59,28979.77,718578.0,0.235,3366221.0,5114.0,1454.12,0.0,1.93
2024-06-30,1012.11,0.0422,1154.93,0.0207,0.0009,2179.93,28967.28,707966.0,0.236,3367475.0,7403.0,1433.87,0.0,1.85
2024-07-31,1011.63,0.0411,1158.28,0.0219,0.00078,2183.28,28955.62,712046.0,0.236,3368729.0,6755.0,1413.9,0.0,1.8
2024-08-31,1012.11,0.0434,1161.62,0.0263,0.00098,2186.62,28944.84,709892.0,0.236,3369983.0,7353.0,1394.24,0.0,1.71
2024-09-30,1011.41,0.0415,1164.97,0.0142,0.00078,2189.97,28935.02,710568.0,0.237,3371237.0,7385.0,1374.92,0.0,1.67
2024-10-31,1011.83,0.0436,1168.31,0.0221,0.00082,2193.31,28926.22,721123.0,0.237,3372492.0,5441.0,1355.95,0.0,1.59
2024-11-30,1011.31,0.0423,1171.66,0.0208,0.00105,2196.66,28918.51,715762.0,0.237,3373746.0,6680.0,1337.37,0.2,1.55
2024-12-31,1011.44,0.0433,1175.0,0.0159,0.00118,2200.0,28911.96,720798.0,0.238,3375000.0,5840.0,1319.19,0.2,1.48
